100
0 283.13 570.912 1098.48 302.373 172.598 78.5963 856.655 998.85 174.847 315.945 714.126 1152.88 456.449 84.1215 311.147 1143.59 612.134 459.483 271.547 658.799 1195.62 894.186 957.921 401.364 33.2873 687.274 392.406 834.065 685 273.533 561.411 581.704 815.174 939.549 416.8 99.0528 437.57 1027.41 347.352 818.122 400.078 462.27 929.467 930.957 1097.23 378.642 1177.76 132.005 902.594 161.863 480.851 808.282 704.693 482.536 907.132 168.482 492.942 459.789 1020.33 1156.96 210.47 732.863 99.4727 771.175 377.752 575.119 558.598 1189.55 592.627 601.138 435.136 562.749 1060.53 1004.86 307.254 663.295 512.201 186.504 321.635 42.7201 140.916 213.24 294.937 509.101 549.482 173.846 632.732 223 853.077 600.702 591.523 157.139 661.593 876.227 1154.12 611.01 347.736 497.688 624.522 
283.13 0 522.218 1049.79 322.414 163.436 361.727 807.961 950.156 283.652 599.075 430.996 1104.19 739.579 367.252 262.453 1094.9 563.439 410.789 463.914 610.105 1146.93 845.492 909.227 677.922 316.418 638.58 109.276 785.371 968.131 556.663 278.281 298.574 766.48 890.855 368.106 184.078 154.44 744.275 396.046 542.395 351.384 510.964 880.773 882.263 1048.53 95.5116 1129.07 241.167 619.464 158.088 432.157 525.151 655.999 765.666 624.002 366.316 209.812 176.658 737.196 1108.27 402.234 1015.99 183.658 722.481 351.295 773.304 841.729 1140.86 309.496 318.007 718.267 514.055 777.397 956.167 590.384 380.165 795.332 235.199 604.765 254.96 424.046 69.8907 11.8061 792.232 567.632 456.976 584.038 506.131 804.383 654.098 308.392 440.269 378.462 827.533 1105.43 894.14 299.042 625.629 575.828 
570.912 522.218 0 527.572 844.632 685.654 599.863 285.743 427.939 745.759 628.304 517.939 581.968 768.808 490.495 259.764 572.679 44.6659 390.647 493.142 155.338 624.707 323.274 387.009 707.15 560.332 411.958 415.786 263.153 997.359 585.892 765.064 610.308 463.17 368.637 154.112 516.436 531.767 715.046 918.264 505.763 170.834 1033.18 358.555 360.045 526.314 562.019 606.849 438.907 590.235 680.306 90.0603 530.21 133.782 794.895 594.773 739.393 562.497 600.377 707.967 586.052 781.382 1045.22 624.609 732.569 380.524 802.533 870.957 618.638 627.796 288.779 747.495 105.927 748.168 433.949 619.613 350.936 824.56 757.416 633.994 528.192 513.511 539.491 526.302 821.461 596.861 624.818 263.539 706.837 282.165 683.326 729.201 625.905 349.234 305.315 583.211 923.369 223.176 654.858 214.924 
1098.48 1049.79 527.572 0 1372.2 1213.23 1127.44 273.785 112.257 1273.33 787.726 1045.51 447.964 884.096 1018.07 787.336 241.881 486.35 639.001 826.937 439.685 293.458 204.298 456.526 822.438 1087.9 527.245 943.358 264.419 1112.65 952.352 1292.64 1137.88 578.458 285.707 681.684 1044.01 1059.34 622.84 1445.84 507.395 698.406 1560.75 390.207 299.742 304.363 1089.59 222.211 966.479 897.951 1207.88 617.632 1057.78 393.79 910.182 894.182 1266.97 1090.07 1127.95 592.679 105.994 1308.95 1160.51 1152.18 847.856 720.732 917.82 986.245 154.666 1155.37 807.687 862.783 535.735 795.97 400.627 852.759 783.808 959.852 1284.99 1114.37 1055.76 1041.08 1067.06 1053.87 936.748 712.149 1152.39 465.752 1234.41 290.007 798.614 1256.77 1153.48 694.237 322.222 368.547 1038.66 750.748 770.145 473.962 
302.373 322.414 844.632 1372.2 0 158.978 380.969 1130.37 1272.57 302.894 618.318 411.753 1426.6 758.822 386.494 584.867 1417.31 885.854 733.203 545.267 932.519 1469.34 1167.91 1231.64 697.164 335.66 960.994 428.846 1107.79 987.373 575.906 259.039 279.331 1088.89 1213.27 690.52 328.196 312.865 749.363 201.827 864.809 673.798 188.55 1203.19 1204.68 1370.95 282.613 1451.48 405.725 600.222 164.326 754.571 505.909 978.413 784.908 604.76 385.558 282.135 244.254 825.713 1430.68 421.476 1035.24 220.023 1044.89 651.472 848.839 860.971 1463.27 290.254 564.517 737.509 836.469 758.155 1278.58 609.626 588.396 814.574 203.565 624.008 316.44 443.289 305.141 318.33 811.474 823.202 476.218 906.452 525.373 1126.8 874.422 289.15 459.512 677.966 1149.95 1427.84 913.382 621.456 771.408 898.242 
172.598 163.436 685.654 1213.23 158.978 0 251.194 971.397 1113.59 173.119 488.543 541.528 1267.62 629.047 256.72 425.89 1258.33 726.876 574.226 386.29 773.541 1310.36 1008.93 1072.66 567.389 205.885 802.017 269.868 948.807 857.598 446.131 388.813 409.106 929.916 1054.29 531.542 169.218 264.972 854.807 232.61 705.832 514.821 347.528 1044.21 1045.7 1211.97 206.044 1292.5 246.747 729.996 10.7347 595.594 635.684 819.436 655.134 734.534 255.783 320.344 287.191 847.728 1271.71 291.701 905.461 73.1254 885.917 492.494 689.861 731.196 1304.29 420.029 428.54 607.734 677.491 887.929 1119.6 479.852 490.697 684.799 73.7899 494.233 157.463 313.514 146.163 159.352 681.7 664.225 346.444 747.474 395.598 967.819 715.445 418.925 329.737 518.989 990.969 1268.87 783.608 462.478 612.43 739.264 
78.5963 361.727 599.863 1127.44 380.969 251.194 0 885.607 1027.8 145.896 339.709 792.722 1181.83 438.629 109.368 350.967 1172.54 641.085 488.435 300.499 687.75 1224.57 923.137 986.872 430.315 45.3089 716.226 471.003 863.017 606.404 194.937 640.008 660.3 844.126 968.5 445.751 177.649 516.166 1106 318.401 896.719 439.306 433.319 958.419 959.909 1126.18 457.238 1206.71 160.957 981.191 240.46 509.803 886.878 733.645 403.939 985.729 139.53 571.538 538.385 1098.92 1185.92 181.518 654.266 178.069 800.126 406.703 604.07 480.002 1218.5 671.223 679.734 356.54 591.701 1139.12 1033.81 274.677 741.892 433.605 177.405 243.038 106.766 86.3528 291.836 373.533 437.621 578.434 95.2493 661.684 144.404 882.028 629.654 670.119 78.5425 740.189 905.178 1183.07 590.132 376.687 526.639 653.473 
856.655 807.961 285.743 273.785 1130.37 971.397 885.607 0 386.041 1031.5 545.897 803.682 296.224 610.311 776.239 545.508 286.935 244.521 397.172 585.108 313.835 338.964 357.517 182.741 548.653 846.076 253.461 701.529 136.961 838.862 710.524 1050.81 896.052 304.673 82.8937 439.855 802.179 817.51 873.543 1204.01 664.26 456.577 1318.93 116.423 74.3021 240.571 847.762 321.105 724.65 748.732 966.049 375.804 815.953 156.317 636.398 753.27 1025.14 848.24 886.121 866.464 300.309 1067.12 886.725 910.352 574.072 478.903 644.036 712.46 332.895 913.539 565.858 609.041 293.906 906.665 148.206 610.93 541.979 718.024 1043.16 872.539 813.935 799.254 825.234 812.045 662.964 438.364 910.561 223.923 992.58 16.2223 524.829 1014.94 911.648 507.731 48.4376 297.468 764.872 508.919 496.361 373.421 
998.85 950.156 427.939 112.257 1272.57 1113.59 1027.8 386.041 0 1173.7 855.848 945.877 560.221 996.352 918.434 687.703 354.138 386.717 618.191 727.303 340.051 405.714 104.665 568.783 934.695 988.271 639.502 843.725 249.081 1224.9 852.719 1193 1038.25 690.714 397.964 582.05 944.374 959.705 523.207 1346.2 407.761 598.772 1461.12 502.464 411.999 416.619 989.957 334.467 866.845 798.318 1108.24 517.999 958.148 294.157 1022.44 794.548 1167.33 990.435 1028.32 480.423 218.251 1209.32 1272.77 1052.55 960.113 621.099 1030.08 1098.5 266.922 1055.73 708.053 975.039 436.101 696.337 512.884 847.157 684.175 1052.1 1185.35 1014.73 956.13 941.449 967.43 954.241 1049 824.405 1052.76 491.083 1134.78 402.264 910.87 1157.14 1053.84 594.604 434.479 480.804 1150.91 651.115 882.402 374.329 
174.847 283.652 745.759 1273.33 302.894 173.119 145.896 1031.5 1173.7 0 485.605 714.647 1327.73 584.525 255.264 485.995 1318.44 786.981 634.331 446.394 833.646 1370.47 1069.03 1132.77 576.211 185.427 862.122 392.927 1008.91 684.479 320.979 561.932 582.225 990.021 1114.4 591.647 229.323 438.091 1027.93 172.505 818.643 574.925 287.423 1104.31 1105.8 1272.07 379.163 1352.61 306.852 903.115 162.384 655.699 808.803 879.541 502.86 907.653 82.6642 493.463 460.31 1020.85 1331.81 118.582 732.342 121.15 946.022 552.599 749.966 592.66 1364.4 593.148 601.659 434.615 737.596 1061.05 1179.71 420.572 663.817 511.68 99.3293 321.114 217.567 232.249 213.761 295.458 583.517 724.33 173.324 807.579 222.479 1027.92 775.55 592.044 156.618 662.114 1051.07 1328.97 736.028 522.583 672.535 799.369 
315.945 599.075 628.304 787.726 618.318 488.543 339.709 545.897 855.848 485.605 0 1030.07 842.122 140.504 231.823 588.316 832.833 672.97 237.657 135.162 783.642 884.862 827.324 647.163 90.6059 300.178 376.517 708.351 606.768 369.055 164.626 877.356 897.649 504.416 628.791 482.278 414.998 753.515 1343.35 658.11 1134.07 676.654 773.028 618.709 620.199 786.468 694.587 867.003 357.908 1218.54 477.808 548.317 1124.23 626.124 166.591 1223.08 479.239 808.887 775.734 1336.27 846.206 521.228 416.918 415.418 460.417 247.78 264.361 242.653 878.792 908.572 917.083 119.191 522.377 1376.47 694.104 65.0326 979.24 196.256 497.262 326.642 344.115 253.356 529.185 610.881 193.157 238.725 364.663 364.765 446.683 542.319 289.945 907.468 365.751 977.538 565.469 843.365 295.065 426.368 186.93 843.228 
714.126 430.996 517.939 1045.51 411.753 541.528 792.722 803.682 945.877 714.647 1030.07 0 1099.91 1170.57 798.248 441.755 1090.62 559.161 792.414 894.909 605.826 1142.65 841.213 904.948 1108.92 747.413 813.725 321.72 781.092 1399.13 987.659 247.125 132.422 864.937 886.576 547.793 615.073 276.556 422.67 613.581 538.116 353.417 527.198 876.494 877.984 1044.25 335.484 1124.79 672.163 188.468 552.263 481.754 94.1558 651.72 1196.66 193.006 797.311 221.184 254.337 499.02 1103.99 833.229 1446.99 614.653 1134.34 782.291 1204.3 1272.72 1136.58 121.499 237.824 1149.26 509.776 346.401 951.888 1021.38 261.703 1226.33 615.318 1035.76 685.956 855.042 500.886 419.189 1223.23 998.628 887.972 665.306 937.126 800.104 1085.09 211.262 871.265 351.273 823.254 1101.15 1325.14 603.703 1056.62 571.549 
1152.88 1104.19 581.968 447.964 1426.6 1267.62 1181.83 296.224 560.221 1327.73 842.122 1099.91 0 743.202 1072.46 841.732 206.083 540.746 693.396 881.332 494.08 154.506 531.696 194.959 751.516 1142.3 465.605 997.754 318.814 674.215 1006.75 1347.03 1192.28 337.705 213.331 736.079 1098.4 1113.73 1047.72 1500.23 838.44 752.801 1615.15 223.412 221.922 143.601 1143.99 225.754 1020.87 952.346 1262.27 672.028 1112.18 448.186 824.867 948.577 1321.36 1144.46 1182.34 1040.64 341.97 1363.35 789.637 1206.58 399.892 775.128 577.761 735.067 293.298 1209.76 862.082 905.266 590.13 1080.84 148.018 907.154 838.204 1014.25 1339.38 1168.76 1110.16 1095.48 1121.46 1108.27 744.21 603.397 1206.79 520.147 1288.8 299.803 552.177 1311.17 1207.87 748.633 276.652 79.4173 591.699 805.143 655.191 547.6 
456.449 739.579 768.808 884.096 758.822 629.047 438.629 610.311 996.352 584.525 140.504 1170.57 743.202 0 372.327 728.82 733.913 813.474 378.161 275.666 924.146 785.942 967.828 548.243 61.6576 423.162 356.85 848.855 747.272 228.551 263.546 1017.86 1038.15 405.497 598.389 622.782 555.502 894.019 1483.85 757.03 1274.57 817.158 871.948 519.79 584.354 687.549 835.091 768.083 498.412 1359.04 618.312 688.821 1264.73 766.628 81.6652 1363.58 578.159 949.391 916.238 1476.78 778.102 620.147 276.414 555.922 361.497 388.284 165.441 102.149 779.872 1049.08 1057.59 162.064 662.881 1516.98 595.184 163.953 1119.74 271.046 596.182 425.561 484.619 352.276 669.689 751.385 52.6525 171.947 463.583 505.269 545.603 594.089 191.025 1047.97 464.671 1118.04 561.873 744.445 154.561 566.872 113.95 983.732 
84.1215 367.252 490.495 1018.07 386.494 256.72 109.368 776.239 918.434 255.264 231.823 798.248 1072.46 372.327 0 356.493 1063.17 531.717 379.067 191.131 578.383 1115.2 813.769 877.504 320.947 69.8369 606.858 476.528 753.649 600.879 189.411 645.533 665.826 734.758 859.132 336.384 183.174 521.692 1111.53 427.768 902.244 444.831 542.687 849.051 850.541 1016.81 462.764 1097.34 126.085 986.716 245.985 400.435 892.403 624.277 398.414 991.254 248.898 577.064 543.91 1104.45 1076.55 290.886 648.741 183.594 690.759 297.335 494.702 474.477 1109.13 676.748 685.259 351.015 482.333 1144.65 924.445 223.132 747.417 428.08 266.921 237.513 112.292 56.7943 297.361 379.058 424.98 469.066 134.322 552.316 216.341 772.66 520.286 675.644 135.409 745.714 795.811 1073.71 526.888 267.32 417.272 611.404 
311.147 262.453 259.764 787.336 584.867 425.89 350.967 545.508 687.703 485.995 588.316 441.755 841.732 728.82 356.493 0 832.443 300.986 350.659 453.154 347.651 884.472 583.038 646.773 667.162 305.658 376.127 156.022 522.918 957.371 545.904 505.3 350.544 504.027 628.401 106.038 256.671 272.002 755.034 658.5 545.751 88.9307 773.418 618.32 619.81 786.079 302.255 866.613 230.408 630.223 420.542 169.704 535.911 393.546 754.906 634.761 479.629 302.732 340.613 747.955 845.816 521.617 1005.23 364.845 692.581 340.535 762.544 830.969 878.402 368.031 328.767 707.507 251.602 788.156 693.714 579.625 390.924 784.572 497.652 594.006 268.427 413.287 279.727 266.538 781.472 556.873 446.217 321.585 495.371 541.929 643.338 469.437 429.51 389.222 565.079 842.976 883.381 161.948 614.87 313.374 
1143.59 1094.9 572.679 241.881 1417.31 1258.33 1172.54 286.935 354.138 1318.44 832.833 1090.62 206.083 733.913 1063.17 832.443 0 531.457 684.107 872.043 484.792 52.0287 325.613 214.645 742.227 1133.01 456.316 988.465 309.525 870.766 997.459 1337.74 1182.99 336.576 204.042 726.791 1089.11 1104.45 841.639 1490.94 632.357 743.512 1605.86 214.123 212.633 62.4816 1134.7 34.1699 1011.59 943.058 1252.98 662.739 1102.89 438.897 815.578 939.288 1312.07 1135.18 1173.06 834.56 135.887 1354.06 918.628 1197.29 605.975 765.839 675.939 744.364 87.2153 1200.47 852.793 895.977 580.841 874.762 158.746 897.865 828.915 1004.96 1330.09 1159.47 1100.87 1086.19 1112.17 1098.98 734.921 594.108 1197.5 510.858 1279.52 290.514 556.733 1301.88 1198.58 739.344 267.364 126.666 796.775 795.855 645.903 519.069 
612.134 563.439 44.6659 486.35 885.854 726.876 641.085 244.521 386.717 786.981 672.97 559.161 540.746 813.474 531.717 300.986 531.457 0 435.312 537.808 110.673 583.486 282.052 385.904 751.816 601.554 456.623 457.008 221.931 1042.02 630.558 806.286 651.53 507.836 327.415 195.334 557.658 572.989 670.38 959.486 461.097 212.055 1074.4 319.585 318.824 485.093 603.241 565.627 480.128 545.569 721.528 131.282 571.432 92.5599 839.56 550.107 780.615 603.718 641.599 663.301 544.83 822.603 1089.89 665.831 777.234 425.189 847.198 915.623 577.416 669.017 321.336 792.161 150.592 703.502 392.728 664.279 306.271 869.226 798.638 678.66 569.413 554.732 580.713 567.524 866.126 641.527 666.039 308.205 748.059 240.943 727.992 770.423 667.127 304.568 264.093 541.989 968.034 264.398 699.523 170.258 
459.483 410.789 390.647 639.001 733.203 574.226 488.435 397.172 618.191 634.331 237.657 792.414 693.396 378.161 379.067 350.659 684.107 435.312 0 187.936 545.985 736.136 589.666 498.437 316.504 448.904 227.791 470.694 374.582 606.713 313.352 653.636 659.992 355.691 480.065 244.621 405.007 515.858 1105.69 806.835 896.41 438.997 921.754 469.984 471.474 637.743 456.93 718.277 327.478 980.882 568.878 310.659 886.569 388.467 404.248 985.42 627.965 571.23 538.076 1098.61 697.48 669.953 654.575 513.18 341.922 81.7317 411.886 480.311 730.066 670.914 679.425 356.849 284.72 1138.81 545.378 228.966 741.583 433.914 645.988 475.367 416.763 402.082 428.062 414.874 430.814 206.214 513.389 173.249 595.408 393.593 292.68 669.81 514.476 739.88 416.744 694.64 532.722 188.71 264.211 605.57 
271.547 463.914 493.142 826.937 545.267 386.29 300.499 585.108 727.303 446.394 135.162 894.909 881.332 275.666 191.131 453.154 872.043 537.808 187.936 0 648.481 924.072 692.162 686.374 214.008 260.968 415.727 573.189 562.518 504.217 125.416 742.194 762.487 543.627 668.002 347.117 279.836 618.353 1208.19 618.899 998.905 541.492 733.818 657.92 659.41 825.679 559.425 906.213 222.747 1083.38 380.941 413.155 989.065 490.963 301.752 1087.92 440.029 673.725 640.572 1201.11 885.416 482.017 552.08 325.244 499.628 112.619 309.39 377.815 918.002 773.41 781.921 254.353 387.216 1241.31 733.314 126.47 844.079 331.418 458.052 287.431 228.827 214.146 394.023 475.72 328.318 277.935 325.453 361.185 407.472 581.53 329.155 772.306 326.54 842.376 604.68 882.576 430.226 291.206 226.141 708.066 
658.799 610.105 155.338 439.685 932.519 773.541 687.75 313.835 340.051 833.646 783.642 605.826 494.08 924.146 578.383 347.651 484.792 110.673 545.985 648.481 0 536.82 235.387 496.577 862.489 648.22 567.296 503.673 176.875 1152.7 741.23 852.951 698.196 618.508 325.758 301.364 604.323 619.654 559.708 1006.15 350.425 258.721 1121.07 430.258 339.793 438.427 649.906 518.961 526.794 458.266 768.193 235.326 618.097 157.518 950.233 454.497 827.28 650.384 688.264 552.629 498.165 869.269 1200.56 712.496 887.907 535.862 957.871 1026.3 530.751 715.683 368.002 902.834 261.265 592.83 440.678 774.951 344.123 979.899 845.303 789.332 616.079 608.613 627.378 614.189 976.799 752.199 712.705 418.877 794.724 330.058 838.665 817.088 713.792 254.552 362.273 495.324 1078.71 357.275 810.196 59.5853 
1195.62 1146.93 624.707 293.458 1469.34 1310.36 1224.57 338.964 405.714 1370.47 884.862 1142.65 154.506 785.942 1115.2 884.472 52.0287 583.486 736.136 924.072 536.82 0 377.19 237.698 794.256 1185.04 508.345 1040.49 361.554 819.189 1049.49 1389.77 1235.02 380.445 256.07 778.819 1141.14 1156.47 893.216 1542.97 683.933 795.541 1657.89 266.152 264.662 98.3931 1186.73 71.2474 1063.61 995.086 1305.01 714.768 1154.92 490.926 867.607 991.317 1364.1 1187.2 1225.08 886.137 187.464 1406.09 867.052 1249.32 554.398 817.868 624.362 777.807 138.792 1252.5 904.822 948.006 632.87 926.338 190.758 949.894 880.944 1056.99 1382.12 1211.5 1152.9 1138.22 1164.2 1151.01 786.95 646.137 1249.53 562.887 1331.54 342.543 594.917 1353.91 1250.61 791.373 319.392 75.089 745.198 847.883 697.931 571.097 
894.186 845.492 323.274 204.298 1167.91 1008.93 923.137 357.517 104.665 1069.03 827.324 841.213 531.696 967.828 813.769 583.038 325.613 282.052 589.666 692.162 235.387 377.19 0 540.258 906.17 883.606 610.977 739.06 220.556 1196.38 784.912 1088.34 933.582 662.19 369.439 477.386 839.71 855.041 516.026 1241.54 306.743 494.108 1356.46 473.939 383.474 388.095 885.293 305.943 762.181 693.653 1003.58 413.334 853.484 201.199 993.914 689.883 1062.67 885.77 923.651 508.947 262.778 1104.66 1244.24 947.883 931.588 579.543 1001.55 1069.98 295.364 951.07 603.389 946.515 331.437 591.672 484.359 818.632 579.51 1023.58 1080.69 910.07 851.466 836.784 862.765 849.576 1020.48 795.881 948.092 462.558 1030.11 373.739 882.346 1052.47 949.179 489.939 405.954 452.279 1122.39 546.45 853.877 269.664 
957.921 909.227 387.009 456.526 1231.64 1072.66 986.872 182.741 568.783 1132.77 647.163 904.948 194.959 548.243 877.504 646.773 214.645 385.904 498.437 686.374 496.577 237.698 540.258 0 556.557 947.341 270.647 802.795 319.702 656.121 811.789 1152.07 997.317 142.747 170.819 541.121 903.445 918.776 1056.28 1305.27 847.001 557.843 1420.19 66.3187 156.784 152.163 949.028 234.315 825.916 931.474 1067.32 477.069 917.219 339.059 629.908 936.012 1126.4 949.506 987.386 1049.21 350.532 1168.39 703.983 1011.62 391.33 580.169 461.294 540.108 301.86 1014.8 667.124 710.307 395.172 1089.41 55.8986 712.196 692.175 819.289 1144.43 973.805 915.201 900.52 926.5 913.311 549.251 408.438 1011.83 325.189 1093.85 166.519 357.218 1116.21 1012.91 690.472 134.304 196.202 582.13 610.185 460.233 556.162 
401.364 677.922 707.15 822.438 697.164 567.389 430.315 548.653 934.695 576.211 90.6059 1108.92 751.516 61.6576 320.947 667.162 742.227 751.816 316.504 214.008 862.489 794.256 906.17 556.557 0 390.784 295.193 787.198 685.614 290.209 255.232 956.203 976.495 413.811 538.185 561.125 493.844 832.361 1422.2 748.716 1212.91 755.501 863.634 528.104 529.594 695.862 773.433 776.397 436.755 1297.39 556.655 627.163 1203.07 704.971 87.7442 1301.92 569.845 887.733 854.58 1415.12 755.6 611.833 338.071 494.264 369.811 326.627 173.755 163.807 788.186 987.418 995.929 153.75 601.224 1455.32 603.498 155.639 1058.09 262.732 587.868 417.247 422.961 343.962 608.031 689.728 114.31 148.119 455.269 443.612 537.289 532.431 199.339 986.314 456.357 1056.38 500.216 752.759 216.218 505.214 96.3243 922.074 
