32
0 357.16 89.9186 367.38 450.718 336.8 196.645 293.355 336.235 364.272 289.279 236.688 131.453 69.3277 190.226 133.751 409.286 414.438 327.05 102.749 337.98 223.678 373.249 74.908 75.5899 398.853 75.3159 90.5255 357.805 345.958 217.564 113.069 
357.16 0 345.721 228.12 105.75 20.3604 160.515 195.385 192.162 253.523 67.8813 444.537 373.63 287.832 307.266 397.541 160.876 199.828 106.39 299.67 224.827 324.692 190.717 295.579 291.28 284.073 308.406 351.614 254.142 117.456 314.158 341.987 
89.9186 345.721 0 355.941 439.279 325.361 185.207 203.436 324.796 352.833 277.84 267.514 41.5347 95.8512 178.787 220.518 319.368 402.999 315.611 46.0509 326.541 212.239 283.33 118.556 54.4411 387.414 37.3155 174.591 346.366 256.039 127.645 164.964 
367.38 228.12 355.941 0 122.369 222.526 170.735 254.533 35.9574 25.403 168.697 216.418 383.85 298.052 177.154 233.629 370.464 47.0575 121.729 309.89 29.3999 143.702 334.427 292.472 301.5 55.9533 318.626 276.854 26.0218 307.136 324.378 254.311 
450.718 105.75 439.279 122.369 0 113.918 254.073 288.943 114.483 147.772 161.439 338.787 467.188 381.39 260.493 316.967 254.434 94.0776 123.668 393.228 119.077 227.04 284.274 375.81 384.838 178.322 401.964 360.193 148.391 211.014 407.716 337.649 
336.8 20.3604 325.361 222.526 113.918 0 140.154 175.024 186.569 247.929 53.8291 438.944 353.269 267.472 301.672 391.948 147.938 194.235 100.797 279.31 219.234 319.099 170.356 289.986 270.92 278.48 288.045 346.021 248.548 97.0959 293.797 336.394 
196.645 160.515 185.207 170.735 254.073 140.154 0 97.2711 139.59 182.664 92.6334 373.679 213.115 202.016 236.408 326.683 213.203 217.792 130.405 139.156 153.969 253.834 177.165 224.721 130.765 213.215 147.891 280.756 183.283 149.874 153.643 271.129 
293.355 195.385 203.436 254.533 288.943 175.024 97.2711 0 218.575 279.936 127.503 470.95 178.245 299.287 333.679 423.954 115.932 252.662 165.275 190.606 251.24 351.105 79.8943 321.992 217.765 310.486 218.039 378.027 280.554 77.9285 118.773 368.4 
336.235 192.162 324.796 35.9574 114.483 186.569 139.59 218.575 0 61.3604 132.74 252.375 352.705 266.907 146.009 205.379 334.507 78.2025 85.7719 278.745 32.6651 132.53 298.47 261.327 270.355 91.9106 287.481 245.709 61.9792 271.179 293.233 223.166 
364.272 253.523 352.833 25.403 147.772 247.929 182.664 279.936 61.3604 0 194.1 191.015 380.742 294.945 174.047 230.521 395.867 53.6946 147.132 306.782 28.6953 140.594 359.83 289.364 298.392 34.5806 315.518 273.747 6.46772 332.539 321.27 251.203 
289.279 67.8813 277.84 168.697 161.439 53.8291 92.6334 127.503 132.74 194.1 0 385.115 305.749 219.951 247.843 338.119 201.767 140.406 46.9679 231.789 165.405 265.27 165.73 236.157 223.399 224.65 240.524 292.192 194.719 138.439 246.277 282.565 
236.688 444.537 267.514 216.418 338.787 438.944 373.679 470.95 252.375 191.015 385.115 0 309.049 171.663 137.272 102.936 586.882 244.709 338.147 280.344 219.71 119.845 550.845 161.78 253.186 162.165 252.912 146.162 190.396 523.554 395.16 123.618 
131.453 373.63 41.5347 383.85 467.188 353.269 213.115 178.245 352.705 380.742 305.749 309.049 0 137.386 206.695 262.053 277.833 430.907 343.52 73.9596 354.45 240.148 241.796 160.091 82.3498 415.323 65.2242 216.126 374.274 256.174 86.1107 206.499 
69.3277 287.832 95.8512 298.052 381.39 267.472 202.016 299.287 266.907 294.945 219.951 171.663 137.386 0 120.898 124.667 415.219 345.11 257.723 108.681 268.652 154.351 379.182 22.7047 81.5225 329.525 81.2485 78.7402 288.477 351.89 223.497 69.1131 
190.226 307.266 178.787 177.154 260.493 301.672 236.408 333.679 146.009 174.047 247.843 137.272 206.695 120.898 0 90.2753 449.61 224.212 200.875 143.073 147.755 33.4526 413.573 115.318 124.345 208.627 141.471 99.7 167.579 386.282 257.888 77.1562 
133.751 397.541 220.518 233.629 316.967 391.948 326.683 423.954 205.379 230.521 338.119 102.936 262.053 124.667 90.2753 0 539.886 280.686 291.151 233.348 204.229 89.9268 503.848 101.962 206.189 265.102 205.915 45.9265 224.053 476.557 348.163 55.5536 
409.286 160.876 319.368 370.464 254.434 147.938 213.203 115.932 334.507 395.867 201.767 586.882 277.833 415.219 449.61 539.886 0 342.173 248.735 306.538 367.172 467.037 36.0373 437.924 333.696 426.417 333.97 493.959 396.486 63.3283 191.722 484.332 
414.438 199.828 402.999 47.0575 94.0776 194.235 217.792 252.662 78.2025 53.6946 140.406 244.709 430.907 345.11 224.212 280.686 342.173 0 93.4377 356.948 76.4574 190.759 306.135 339.529 348.557 84.2449 365.683 323.912 56.6329 278.844 371.435 301.368 
327.05 106.39 315.611 121.729 123.668 100.797 130.405 165.275 85.7719 147.132 46.9679 338.147 343.52 257.723 200.875 291.151 248.735 93.4377 0 269.56 118.437 218.302 212.698 252.142 261.17 177.683 278.296 245.224 147.751 185.407 284.048 235.597 
102.749 299.67 46.0509 309.89 393.228 279.31 139.156 190.606 278.745 306.782 231.789 280.344 73.9596 108.681 143.073 233.348 306.538 356.948 269.56 0 280.49 166.188 270.5 131.386 27.1587 341.363 27.4326 187.421 300.315 243.209 114.815 177.794 
337.98 224.827 326.541 29.3999 119.077 219.234 153.969 251.24 32.6651 28.6953 165.405 219.71 354.45 268.652 147.755 204.229 367.172 76.4574 118.437 280.49 0 114.302 331.135 263.072 272.1 60.8728 289.226 247.455 29.3141 303.844 294.978 224.911 
223.678 324.692 212.239 143.702 227.04 319.099 253.834 351.105 132.53 140.594 265.27 119.845 240.148 154.351 33.4526 89.9268 467.037 190.759 218.302 166.188 114.302 0 431 148.77 157.798 175.175 174.924 133.153 134.126 403.709 275.315 110.609 
