128
0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 199.111 213.333 227.556 213.333 199.111 184.889 170.667 156.444 142.222 128 113.778 99.5556 85.3333 71.1111 56.8889 42.6667 28.4444 14.2222 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 810.667 824.889 839.111 853.333 867.556 853.333 839.111 824.889 810.667 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 1280 1294.22 1308.44 1322.67 1336.89 1351.11 1365.33 1379.56 1393.78 1379.56 1365.33 1351.11 1336.89 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1180.44 1194.67 1208.89 1223.11 1237.33 1251.56 1265.78 
14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 199.111 213.333 199.111 184.889 170.667 156.444 142.222 128 113.778 128 113.778 99.5556 85.3333 71.1111 56.8889 42.6667 28.4444 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 810.667 824.889 839.111 853.333 839.111 824.889 810.667 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 654.222 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 1265.78 1280 1294.22 1308.44 1322.67 1336.89 1351.11 1365.33 1379.56 1365.33 1351.11 1336.89 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1166.22 1180.44 1194.67 1208.89 1223.11 1237.33 1251.56 
28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 199.111 184.889 170.667 156.444 142.222 128 113.778 128 142.222 128 113.778 99.5556 85.3333 71.1111 56.8889 42.6667 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 810.667 824.889 839.111 824.889 810.667 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 668.444 654.222 640 654.222 668.444 682.667 696.889 711.111 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 1251.56 1265.78 1280 1294.22 1308.44 1322.67 1336.89 1351.11 1365.33 1351.11 1336.89 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1152 1166.22 1180.44 1194.67 1208.89 1223.11 1237.33 
42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 170.667 156.444 142.222 128 113.778 128 142.222 156.444 142.222 128 113.778 99.5556 85.3333 71.1111 56.8889 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 810.667 824.889 810.667 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 682.667 668.444 654.222 640 654.222 668.444 682.667 696.889 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 1237.33 1251.56 1265.78 1280 1294.22 1308.44 1322.67 1336.89 1351.11 1336.89 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1137.78 1152 1166.22 1180.44 1194.67 1208.89 1223.11 
56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 156.444 142.222 128 113.778 128 142.222 156.444 170.667 156.444 142.222 128 113.778 99.5556 85.3333 71.1111 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 810.667 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 696.889 682.667 668.444 654.222 640 654.222 668.444 682.667 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 1223.11 1237.33 1251.56 1265.78 1280 1294.22 1308.44 1322.67 1336.89 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1123.56 1137.78 1152 1166.22 1180.44 1194.67 1208.89 
71.1111 56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 142.222 128 113.778 128 142.222 156.444 170.667 184.889 170.667 156.444 142.222 128 113.778 99.5556 85.3333 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 796.444 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 711.111 696.889 682.667 668.444 654.222 640 654.222 668.444 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 1208.89 1223.11 1237.33 1251.56 1265.78 1280 1294.22 1308.44 1322.67 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1095.11 1109.33 1123.56 1137.78 1152 1166.22 1180.44 1194.67 
85.3333 71.1111 56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 128 113.778 128 142.222 156.444 170.667 184.889 199.111 184.889 170.667 156.444 142.222 128 113.778 99.5556 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 782.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 725.333 711.111 696.889 682.667 668.444 654.222 640 654.222 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 1194.67 1208.89 1223.11 1237.33 1251.56 1265.78 1280 1294.22 1308.44 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1095.11 1080.89 1095.11 1109.33 1123.56 1137.78 1152 1166.22 1180.44 
99.5556 85.3333 71.1111 56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 113.778 128 142.222 156.444 170.667 184.889 199.111 213.333 199.111 184.889 170.667 156.444 142.222 128 113.778 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 1180.44 1194.67 1208.89 1223.11 1237.33 1251.56 1265.78 1280 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1095.11 1080.89 1066.67 1080.89 1095.11 1109.33 1123.56 1137.78 1152 1166.22 
113.778 99.5556 85.3333 71.1111 56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 199.111 213.333 227.556 213.333 199.111 184.889 170.667 156.444 142.222 128 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 1166.22 1180.44 1194.67 1208.89 1223.11 1237.33 1251.56 1265.78 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1095.11 1080.89 1066.67 1052.44 1066.67 1080.89 1095.11 1109.33 1123.56 1137.78 1152 
128 113.778 99.5556 85.3333 71.1111 56.8889 42.6667 28.4444 14.2222 0 14.2222 28.4444 42.6667 56.8889 71.1111 85.3333 99.5556 113.778 128 142.222 156.444 170.667 184.889 199.111 213.333 199.111 184.889 170.667 156.444 142.222 128 113.778 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 526.222 768 753.778 739.556 725.333 711.111 696.889 682.667 668.444 654.222 640 625.778 611.556 597.333 583.111 568.889 554.667 540.444 554.667 568.889 583.111 597.333 611.556 625.778 640 654.222 668.444 682.667 696.889 711.111 725.333 739.556 753.778 1180.44 1194.67 1208.89 1223.11 1237.33 1251.56 1265.78 1280 1294.22 1280 1265.78 1251.56 1237.33 1223.11 1208.89 1194.67 1180.44 1166.22 1152 1137.78 1123.56 1109.33 1095.11 1080.89 1066.67 1080.89 1095.11 1109.33 1123.56 1137.78 1152 1166.22 
