30
0 175.719 252.543 226.263 242.894 64.0448 352.323 179.176 215.256 78.7654 123.158 137.239 264.11 153.678 149.636 178.855 48.7351 85.2005 236.114 161.342 135.327 103.192 253.606 220.152 183.89 124.843 166.791 160.257 94.0915 64.0596 
175.719 0 91.2269 184.671 201.302 239.764 176.604 81.6489 39.5369 194.094 164.75 178.832 88.391 195.271 130.774 10.9275 212.417 205.384 194.522 14.377 124.606 278.912 77.8868 123.816 215.674 166.435 125.199 23.7258 164.308 111.66 
252.543 91.2269 0 93.4437 265.836 316.588 99.7803 73.3665 60.9166 270.918 255.977 270.059 44.3334 286.497 222.001 102.154 289.241 282.207 103.295 96.323 215.833 355.735 106.576 32.5889 292.497 257.662 117.276 114.953 241.131 188.483 
226.263 184.671 93.4437 0 179.041 229.792 186.576 103.022 154.36 305.028 349.421 363.502 137.777 379.941 315.445 195.598 202.445 195.412 9.85107 189.767 309.277 285.861 200.019 60.8548 205.702 351.105 59.4718 208.396 320.354 227.713 
242.894 201.302 265.836 179.041 0 246.083 365.617 192.47 228.55 321.659 366.052 380.134 277.404 396.572 332.076 212.229 194.159 157.694 184.689 206.398 325.908 302.492 266.9 233.446 59.0043 367.737 148.561 225.028 336.986 244.344 
64.0448 239.764 316.588 229.792 246.083 0 416.368 243.221 279.301 75.5767 119.969 193.671 328.155 150.49 213.681 242.899 51.9238 88.3891 239.303 225.387 199.372 56.4097 317.651 284.197 187.078 121.654 199.312 224.302 90.9028 128.104 
352.323 176.604 99.7803 186.576 365.617 416.368 0 173.147 137.067 370.698 322.798 222.697 88.2128 359.001 202.687 173.469 389.021 381.988 180.927 190.981 216.996 455.516 98.717 132.171 392.278 339.127 217.056 192.066 340.912 288.263 
179.176 81.6489 73.3665 103.022 192.47 243.221 173.147 0 51.3387 202.007 246.399 260.481 84.934 276.92 212.423 92.5764 215.874 208.841 112.873 86.7451 206.255 282.369 96.9978 42.1668 219.131 248.084 43.9091 105.375 217.333 124.691 
215.256 39.5369 60.9166 154.36 228.55 279.301 137.067 51.3387 0 233.631 195.061 209.142 48.8542 225.581 161.085 41.2377 251.954 244.921 164.211 53.9139 154.916 318.449 45.6591 93.5055 255.211 202.06 94.8885 54.9993 203.845 151.197 
78.7654 194.094 270.918 305.028 321.659 75.5767 370.698 202.007 233.631 0 47.9004 148.001 282.485 74.9129 168.011 197.23 127.5 163.966 314.879 179.717 153.702 84.8175 271.981 244.173 262.655 46.0771 245.556 178.632 29.7863 82.4346 
123.158 164.75 255.977 349.421 366.052 119.969 322.798 246.399 195.061 47.9004 0 100.101 234.585 36.2036 120.11 153.823 171.893 208.358 359.272 159.654 105.802 132.718 224.081 288.566 307.048 16.3293 289.949 141.024 29.0665 121.708 
137.239 178.832 270.059 363.502 380.134 193.671 222.697 260.481 209.142 148.001 100.101 0 225.725 136.304 48.0574 167.904 185.975 222.44 373.353 173.736 54.2257 232.819 163.483 302.647 321.129 116.43 304.031 155.106 118.215 135.789 
264.11 88.391 44.3334 137.777 277.404 328.155 88.2128 84.934 48.8542 282.485 234.585 225.725 0 270.788 177.668 85.2558 300.808 293.775 147.628 102.768 171.499 367.303 62.2423 76.9223 304.065 250.914 128.843 103.854 252.699 200.051 
153.678 195.271 286.497 379.941 396.572 150.49 359.001 276.92 225.581 74.9129 36.2036 136.304 270.788 0 156.314 185.533 202.413 238.879 389.792 190.174 142.005 96.5143 260.284 319.086 337.568 28.8358 320.469 171.545 59.5868 152.228 
149.636 130.774 222.001 315.445 332.076 213.681 202.687 212.423 161.085 168.011 120.11 48.0574 177.668 156.314 0 119.847 186.334 179.3 325.296 125.678 14.3088 252.828 115.425 254.59 273.072 136.44 255.973 107.049 138.225 87.732 
178.855 10.9275 102.154 195.598 212.229 242.899 173.469 92.5764 41.2377 197.23 153.823 167.904 85.2558 185.533 119.847 0 215.553 208.519 205.449 17.5123 113.679 282.047 74.7515 134.743 218.809 165.658 136.126 18.5977 167.443 114.795 
48.7351 212.417 289.241 202.445 194.159 51.9238 389.021 215.874 251.954 127.5 171.893 185.975 300.808 202.413 186.334 215.553 0 36.4654 208.094 198.04 172.025 108.333 290.304 256.85 135.155 173.578 171.965 196.955 142.827 100.758 
85.2005 205.384 282.207 195.412 157.694 88.3891 381.988 208.841 244.921 163.966 208.358 222.44 293.775 238.879 179.3 208.519 36.4654 0 201.06 191.007 168.214 144.799 283.271 249.817 98.6893 210.043 164.932 189.921 179.292 93.7242 
236.114 194.522 103.295 9.85107 184.689 239.303 180.927 112.873 164.211 314.879 359.272 373.353 147.628 389.792 325.296 205.449 208.094 201.06 0 199.618 319.128 295.712 209.87 70.7059 211.35 360.956 69.3229 218.247 330.205 237.564 
161.342 14.377 96.323 189.767 206.398 225.387 190.981 86.7451 53.9139 179.717 159.654 173.736 102.768 190.174 125.678 17.5123 198.04 191.007 199.618 0 119.51 264.535 92.2638 128.912 201.297 161.339 130.295 18.6296 149.931 97.2826 
135.327 124.606 215.833 309.277 325.908 199.372 216.996 206.255 154.916 153.702 105.802 54.2257 171.499 142.005 14.3088 113.679 172.025 168.214 319.128 119.51 0 238.52 118.279 248.422 266.904 122.131 249.805 100.88 123.916 81.5637 
103.192 278.912 355.735 285.861 302.492 56.4097 455.516 282.369 318.449 84.8175 132.718 232.819 367.303 96.5143 252.828 282.047 108.333 144.799 295.712 264.535 238.52 0 356.799 323.345 243.488 116.389 238.46 263.449 114.604 167.252 
253.606 77.8868 106.576 200.019 266.9 317.651 98.717 96.9978 45.6591 271.981 224.081 163.483 62.2423 260.284 115.425 74.7515 290.304 283.271 209.87 92.2638 118.279 356.799 0 139.165 293.561 240.41 140.548 93.3492 242.195 189.546 
220.152 123.816 32.5889 60.8548 233.446 284.197 132.171 42.1668 93.5055 244.173 288.566 302.647 76.9223 319.086 254.59 134.743 256.85 249.817 70.7059 128.912 248.422 323.345 139.165 0 260.107 290.251 84.8849 147.542 259.499 166.858 
183.89 215.674 292.497 205.702 59.0043 187.078 392.278 219.131 255.211 262.655 307.048 321.129 304.065 337.568 273.072 218.809 135.155 98.6893 211.35 201.297 266.904 243.488 293.561 260.107 0 308.732 175.222 200.211 277.981 185.34 
124.843 166.435 257.662 351.105 367.737 121.654 339.127 248.084 202.06 46.0771 16.3293 116.43 250.914 28.8358 136.44 165.658 173.578 210.043 360.956 161.339 122.131 116.389 240.41 290.251 308.732 0 291.634 147.061 30.7511 123.393 
166.791 125.199 117.276 59.4718 148.561 199.312 217.056 43.9091 94.8885 245.556 289.949 304.031 128.843 320.469 255.973 136.126 171.965 164.932 69.3229 130.295 249.805 238.46 140.548 84.8849 175.222 291.634 0 148.925 260.883 168.241 
160.257 23.7258 114.953 208.396 225.028 224.302 192.066 105.375 54.9993 178.632 141.024 155.106 103.854 171.545 107.049 18.5977 196.955 189.921 218.247 18.6296 100.88 263.449 93.3492 147.542 200.211 147.061 148.925 0 148.845 96.1972 
94.0915 164.308 241.131 320.354 336.986 90.9028 340.912 217.333 203.845 29.7863 29.0665 118.215 252.699 59.5868 138.225 167.443 142.827 179.292 330.205 149.931 123.916 114.604 242.195 259.499 277.981 30.7511 260.883 148.845 0 92.6414 
64.0596 111.66 188.483 227.713 244.344 128.104 288.263 124.691 151.197 82.4346 121.708 135.789 200.051 152.228 87.732 114.795 100.758 93.7242 237.564 97.2826 81.5637 167.252 189.546 166.858 185.34 123.393 168.241 96.1972 92.6414 0 
