40
0 234.292 336.724 301.684 323.859 85.3931 469.764 238.902 287.008 105.021 164.211 182.986 352.147 204.904 199.514 238.473 64.9801 113.601 314.819 215.123 180.436 137.59 338.141 293.536 245.186 166.457 222.388 213.676 125.455 85.4128 238.45 153.596 118.561 120.958 215.033 120.198 257.93 258.653 365.434 233.46 
234.292 0 121.636 246.227 268.402 319.685 235.472 108.865 52.7158 258.792 219.667 238.442 117.855 260.361 174.366 14.57 283.223 273.845 259.362 19.1693 166.141 371.882 103.849 165.088 287.565 221.913 166.932 31.6344 219.077 148.88 316.023 209.053 115.732 355.25 270.49 354.491 288.487 203.196 131.141 178.004 
336.724 121.636 0 124.592 354.448 422.117 133.04 97.822 81.2222 361.224 341.303 360.078 59.1112 381.997 296.002 136.206 385.654 376.277 137.726 128.431 287.777 474.314 142.101 43.4518 389.996 343.549 156.367 153.27 321.509 251.311 418.454 330.688 232.118 457.681 392.126 456.922 390.918 184.222 53.8743 105.717 
301.684 246.227 124.592 0 238.721 306.389 248.768 137.362 205.814 406.704 465.894 484.67 183.703 506.588 420.593 260.797 269.927 260.549 13.1348 253.022 412.369 381.148 266.693 81.1398 274.269 468.141 79.2957 277.862 427.139 303.617 302.726 455.28 356.71 346.504 516.717 393.536 275.191 68.4947 178.466 68.2238 
323.859 268.402 354.448 238.721 0 328.11 487.489 256.626 304.733 428.879 488.069 506.845 369.872 528.763 442.768 282.972 258.879 210.258 246.252 275.197 434.544 403.323 355.866 311.261 78.6724 490.315 198.081 300.037 449.314 325.792 85.4088 477.455 378.885 368.678 538.892 415.711 65.9292 170.226 383.158 248.731 
85.3931 319.685 422.117 306.389 328.11 0 555.157 324.295 372.401 100.769 159.959 258.228 437.54 200.653 284.908 323.866 69.2317 117.852 319.07 300.516 265.829 75.2129 423.535 378.929 249.438 162.205 265.749 299.069 121.204 170.806 242.702 221.547 203.954 40.5682 210.782 87.6009 262.181 262.904 450.827 316.4 
469.764 235.472 133.04 248.768 487.489 555.157 0 230.862 182.756 494.264 430.397 296.929 117.617 478.668 270.25 231.291 518.695 509.317 241.236 254.641 289.328 607.354 131.623 176.228 523.037 452.169 289.408 256.088 454.549 384.351 551.494 333.61 351.203 590.722 469.809 589.963 523.959 317.263 104.331 238.758 
238.902 108.865 97.822 137.362 256.626 324.295 230.862 0 68.4516 269.342 328.532 347.308 113.245 369.226 283.231 123.435 287.832 278.455 150.497 115.66 275.007 376.492 129.33 56.2224 292.174 330.778 58.5454 140.5 289.777 166.255 320.632 317.918 219.348 359.859 379.355 359.1 293.096 94.3311 126.532 69.1383 
287.008 52.7158 81.2222 205.814 304.733 372.401 182.756 68.4516 0 311.508 260.081 278.856 65.1389 300.774 214.779 54.9836 335.939 326.561 218.949 71.8851 206.555 424.598 60.8788 124.674 340.281 269.413 126.518 73.3324 271.793 201.595 368.738 249.466 168.447 407.966 310.903 407.207 341.203 162.783 78.4254 137.59 
105.021 258.792 361.224 406.704 428.879 100.769 494.264 269.342 311.508 0 63.8672 197.335 376.647 99.8839 224.014 262.973 170.001 218.621 419.839 239.623 204.936 113.09 362.641 325.565 350.207 61.4362 327.409 238.176 39.7151 109.913 343.47 160.654 143.061 96.4578 110.013 95.6985 362.95 363.673 389.933 338.48 
164.211 219.667 341.303 465.894 488.069 159.959 430.397 328.532 260.081 63.8672 0 133.467 312.78 48.2714 160.147 205.097 229.191 277.811 479.029 212.872 141.069 176.957 298.774 384.755 409.397 21.7723 386.599 188.033 38.7554 162.277 402.661 96.787 109.184 160.325 50.8226 159.566 422.14 422.863 326.066 397.671 
182.986 238.442 360.078 484.67 506.845 258.228 296.929 347.308 278.856 197.335 133.467 0 300.967 181.739 64.0765 223.872 247.966 296.587 497.804 231.647 72.301 310.425 217.977 403.53 428.172 155.24 405.374 206.808 157.62 181.053 421.436 36.6805 127.96 293.792 172.88 293.033 440.915 441.639 306.204 416.446 
352.147 117.855 59.1112 183.703 369.872 437.54 117.617 113.245 65.1389 376.647 312.78 300.967 0 361.051 236.89 113.674 401.078 391.7 196.838 137.024 228.666 489.737 82.9897 102.563 405.42 334.552 171.791 138.471 336.932 266.734 433.877 271.577 233.586 473.105 352.192 472.346 406.342 199.646 13.2864 121.141 
204.904 260.361 381.997 506.588 528.763 200.653 478.668 369.226 300.774 99.8839 48.2714 181.739 361.051 0 208.419 247.377 269.885 318.505 519.723 253.566 189.34 128.686 347.046 425.448 450.091 38.4477 427.292 228.726 79.4491 202.971 443.354 145.058 149.878 160.085 10.1289 113.052 462.834 463.557 374.338 438.364 
199.514 174.366 296.002 420.593 442.768 284.908 270.25 283.231 214.779 224.014 160.147 64.0765 236.89 208.419 0 159.796 248.445 239.067 433.728 167.571 19.0784 337.104 153.901 339.453 364.096 181.92 341.297 142.731 184.299 116.976 357.359 63.3603 80.9537 320.472 199.559 319.713 376.839 377.562 242.127 352.369 
