16
0 93.7169 134.689 120.674 129.543 34.1572 187.906 95.5607 114.803 42.0082 65.6843 73.1944 140.859 81.9618 79.8058 95.3891 
93.7169 0 48.6543 98.491 107.361 127.874 94.1887 43.5461 21.0863 103.517 87.8668 95.3769 47.1419 104.144 69.7463 5.828 
134.689 48.6543 0 49.8366 141.779 168.847 53.2162 39.1288 32.4889 144.489 136.521 144.031 23.6445 152.799 118.401 54.4823 
120.674 98.491 49.8366 0 95.4884 122.556 99.5072 54.9449 82.3255 162.682 186.358 193.868 73.4811 202.635 168.237 104.319 
129.543 107.361 141.779 95.4884 0 131.244 194.996 102.651 121.893 171.552 195.228 202.738 147.949 211.505 177.107 113.189 
34.1572 127.874 168.847 122.556 131.244 0 222.063 129.718 148.961 40.3076 63.9836 103.291 175.016 80.2611 113.963 129.546 
187.906 94.1887 53.2162 99.5072 194.996 222.063 0 92.3449 73.1024 197.706 172.159 118.772 47.0468 191.467 108.1 92.5166 
95.5607 43.5461 39.1288 54.9449 102.651 129.718 92.3449 0 27.3806 107.737 131.413 138.923 45.2981 147.69 113.292 49.3741 
114.803 21.0863 32.4889 82.3255 121.893 148.961 73.1024 27.3806 0 124.603 104.032 111.542 26.0556 120.31 85.9118 21.9935 
42.0082 103.517 144.489 162.682 171.552 40.3076 197.706 107.737 124.603 0 25.5469 78.9339 150.659 39.9536 89.6058 105.189 
65.6843 87.8668 136.521 186.358 195.228 63.9836 172.159 131.413 104.032 25.5469 0 53.387 125.112 19.3086 64.0589 82.0388 
73.1944 95.3769 144.031 193.868 202.738 103.291 118.772 138.923 111.542 78.9339 53.387 0 120.387 72.6956 25.6306 89.5489 
140.859 47.1419 23.6445 73.4811 147.949 175.016 47.0468 45.2981 26.0556 150.659 125.112 120.387 0 144.421 94.7562 45.4697 
81.9618 104.144 152.799 202.635 211.505 80.2611 191.467 147.69 120.31 39.9536 19.3086 72.6956 144.421 0 83.3675 98.9508 
79.8058 69.7463 118.401 168.237 177.107 113.963 108.1 113.292 85.9118 89.6058 64.0589 25.6306 94.7562 83.3675 0 63.9183 
95.3891 5.828 54.4823 104.319 113.189 129.546 92.5166 49.3741 21.9935 105.189 82.0388 89.5489 45.4697 98.9508 63.9183 0 
