20
0 117.146 168.362 150.842 161.929 42.6966 234.882 119.451 143.504 52.5103 82.1053 91.493 176.074 102.452 99.7572 119.236 32.49 56.8003 157.409 107.562 
117.146 0 60.8179 123.114 134.201 159.843 117.736 54.4326 26.3579 129.396 109.834 119.221 58.9274 130.18 87.1829 7.285 141.612 136.923 129.681 9.58467 
168.362 60.8179 0 62.2958 177.224 211.058 66.5202 48.911 40.6111 180.612 170.651 180.039 29.5556 190.998 148.001 68.1029 192.827 188.138 68.8632 64.2154 
150.842 123.114 62.2958 0 119.36 153.195 124.384 68.6811 102.907 203.352 232.947 242.335 91.8514 253.294 210.297 130.399 134.963 130.275 6.56738 126.511 
161.929 134.201 177.224 119.36 0 164.055 243.744 128.313 152.366 214.44 244.035 253.422 184.936 264.382 221.384 141.486 129.439 105.129 123.126 137.599 
42.6966 159.843 211.058 153.195 164.055 0 277.579 162.147 186.201 50.3845 79.9795 129.114 218.77 100.326 142.454 161.933 34.6158 58.9261 159.535 150.258 
234.882 117.736 66.5202 124.384 243.744 277.579 0 115.431 91.378 247.132 215.198 148.465 58.8085 239.334 135.125 115.646 259.347 254.658 120.618 127.321 
119.451 54.4326 48.911 68.6811 128.313 162.147 115.431 0 34.2258 134.671 164.266 173.654 56.6227 184.613 141.616 61.7176 143.916 139.227 75.2485 57.8301 
143.504 26.3579 40.6111 102.907 152.366 186.201 91.378 34.2258 0 155.754 130.04 139.428 32.5695 150.387 107.39 27.4918 167.969 163.28 109.474 35.9426 
52.5103 129.396 180.612 203.352 214.44 50.3845 247.132 134.671 155.754 0 31.9336 98.6673 188.324 49.942 112.007 131.486 85.0003 109.311 209.92 119.811 
82.1053 109.834 170.651 232.947 244.035 79.9795 215.198 164.266 130.04 31.9336 0 66.7337 156.39 24.1357 80.0736 102.549 114.595 138.906 239.515 106.436 
91.493 119.221 180.039 242.335 253.422 129.114 148.465 173.654 139.428 98.6673 66.7337 0 150.483 90.8695 32.0383 111.936 123.983 148.293 248.902 115.824 
176.074 58.9274 29.5556 91.8514 184.936 218.77 58.8085 56.6227 32.5695 188.324 156.39 150.483 0 180.526 118.445 56.8372 200.539 195.85 98.4188 68.512 
102.452 130.18 190.998 253.294 264.382 100.326 239.334 184.613 150.387 49.942 24.1357 90.8695 180.526 0 104.209 123.688 134.942 159.253 259.861 126.783 
99.7572 87.1829 148.001 210.297 221.384 142.454 135.125 141.616 107.39 112.007 80.0736 32.0383 118.445 104.209 0 79.8979 124.223 119.534 216.864 83.7854 
119.236 7.285 68.1029 130.399 141.486 161.933 115.646 61.7176 27.4918 131.486 102.549 111.936 56.8372 123.688 79.8979 0 143.702 139.013 136.966 11.6749 
32.49 141.612 192.827 134.963 129.439 34.6158 259.347 143.916 167.969 85.0003 114.595 123.983 200.539 134.942 124.223 143.702 0 24.3103 138.729 132.027 
56.8003 136.923 188.138 130.275 105.129 58.9261 254.658 139.227 163.28 109.311 138.906 148.293 195.85 159.253 119.534 139.013 24.3103 0 134.04 127.338 
157.409 129.681 68.8632 6.56738 123.126 159.535 120.618 75.2485 109.474 209.92 239.515 248.902 98.4188 259.861 216.864 136.966 138.729 134.04 0 133.079 
107.562 9.58467 64.2154 126.511 137.599 150.258 127.321 57.8301 35.9426 119.811 106.436 115.824 68.512 126.783 83.7854 11.6749 132.027 127.338 133.079 0 
