25
0 146.433 210.452 188.552 202.412 53.3707 293.603 149.314 179.38 65.6378 102.632 114.366 220.092 128.065 124.697 149.045 40.6126 71.0004 196.762 134.452 112.773 85.9937 211.338 183.46 153.241 
146.433 0 76.0224 153.892 167.751 199.803 147.17 68.0408 32.9474 161.745 137.292 149.026 73.6592 162.726 108.979 9.10625 177.014 171.153 162.101 11.9808 103.838 232.426 64.9057 103.18 179.728 
210.452 76.0224 0 77.8697 221.53 263.823 83.1502 61.1387 50.7639 225.765 213.314 225.049 36.9445 238.748 185.001 85.1286 241.034 235.173 86.079 80.2692 179.861 296.446 88.8131 27.1574 243.748 
188.552 153.892 77.8697 0 149.201 191.493 155.48 85.8514 128.634 254.19 291.184 302.919 114.814 316.618 262.871 162.998 168.704 162.843 8.20923 158.139 257.73 238.218 166.683 50.7124 171.418 
202.412 167.751 221.53 149.201 0 205.069 304.681 160.392 190.458 268.05 305.043 316.778 231.17 330.477 276.73 176.858 161.799 131.411 153.908 171.998 271.59 252.077 222.416 194.538 49.1702 
53.3707 199.803 263.823 191.493 205.069 0 346.973 202.684 232.751 62.9806 99.9744 161.392 273.463 125.408 178.067 202.416 43.2698 73.6576 199.419 187.823 166.143 47.0081 264.709 236.831 155.899 
293.603 147.17 83.1502 155.48 304.681 346.973 0 144.289 114.222 308.915 268.998 185.581 73.5106 299.168 168.906 144.557 324.184 318.323 150.773 159.151 180.83 379.596 82.2642 110.142 326.898 
149.314 68.0408 61.1387 85.8514 160.392 202.684 144.289 0 42.7822 168.339 205.333 217.067 70.7783 230.766 177.019 77.147 179.895 174.034 94.0606 72.2876 171.879 235.307 80.8315 35.139 182.609 
179.38 32.9474 50.7639 128.634 190.458 232.751 114.222 42.7822 0 194.693 162.55 174.285 40.7118 187.984 134.237 34.3648 209.962 204.101 136.843 44.9282 129.097 265.374 38.0492 77.9212 212.675 
65.6378 161.745 225.765 254.19 268.05 62.9806 308.915 168.339 194.693 0 39.917 123.334 235.404 62.4274 140.009 164.358 106.25 136.638 262.399 149.764 128.085 70.6813 226.651 203.478 218.879 
102.632 137.292 213.314 291.184 305.043 99.9744 268.998 205.333 162.55 39.917 0 83.4172 195.487 30.1696 100.092 128.186 143.244 173.632 299.393 133.045 88.168 110.598 186.734 240.472 255.873 
114.366 149.026 225.049 302.919 316.778 161.392 185.581 217.067 174.285 123.334 83.4172 0 188.104 113.587 40.0478 139.92 154.979 185.367 311.128 144.78 45.1881 194.015 136.236 252.206 267.608 
220.092 73.6592 36.9445 114.814 231.17 273.463 73.5106 70.7783 40.7118 235.404 195.487 188.104 0 225.657 148.056 71.0465 250.674 244.812 123.023 85.64 142.916 306.086 51.8686 64.1019 253.387 
128.065 162.726 238.748 316.618 330.477 125.408 299.168 230.766 187.984 62.4274 30.1696 113.587 225.657 0 130.262 154.611 168.678 199.066 324.827 158.479 118.338 80.4286 216.903 265.905 281.307 
124.697 108.979 185.001 262.871 276.73 178.067 168.906 177.019 134.237 140.009 100.092 40.0478 148.056 130.262 0 99.8724 155.278 149.417 271.08 104.732 11.924 210.69 96.1879 212.158 227.56 
149.045 9.10625 85.1286 162.998 176.858 202.416 144.557 77.147 34.3648 164.358 128.186 139.92 71.0465 154.611 99.8724 0 179.627 173.766 171.208 14.5936 94.7321 235.039 62.2929 112.286 182.341 
40.6126 177.014 241.034 168.704 161.799 43.2698 324.184 179.895 209.962 106.25 143.244 154.979 250.674 168.678 155.278 179.627 0 30.3878 173.411 165.034 143.354 90.2779 241.92 214.042 112.629 
71.0004 171.153 235.173 162.843 131.411 73.6576 318.323 174.034 204.101 136.638 173.632 185.367 244.812 199.066 149.417 173.766 30.3878 0 167.55 159.172 140.178 120.666 236.059 208.181 82.2411 
196.762 162.101 86.079 8.20923 153.908 199.419 150.773 94.0606 136.843 262.399 299.393 311.128 123.023 324.827 271.08 171.208 173.411 167.55 0 166.348 265.94 246.427 174.892 58.9216 176.125 
134.452 11.9808 80.2692 158.139 171.998 187.823 159.151 72.2876 44.9282 149.764 133.045 144.78 85.64 158.479 104.732 14.5936 165.034 159.172 166.348 0 99.5915 220.446 76.8865 107.427 167.747 
112.773 103.838 179.861 257.73 271.59 166.143 180.83 171.879 129.097 128.085 88.168 45.1881 142.916 118.338 11.924 94.7321 143.354 140.178 265.94 99.5915 0 198.766 98.5658 207.018 222.42 
85.9937 232.426 296.446 238.218 252.077 47.0081 379.596 235.307 265.374 70.6813 110.598 194.015 306.086 80.4286 210.69 235.039 90.2779 120.666 246.427 220.446 198.766 0 297.332 269.454 202.907 
211.338 64.9057 88.8131 166.683 222.416 264.709 82.2642 80.8315 38.0492 226.651 186.734 136.236 51.8686 216.903 96.1879 62.2929 241.92 236.059 174.892 76.8865 98.5658 297.332 0 115.97 244.634 
183.46 103.18 27.1574 50.7124 194.538 236.831 110.142 35.139 77.9212 203.478 240.472 252.206 64.1019 265.905 212.158 112.286 214.042 208.181 58.9216 107.427 207.018 269.454 115.97 0 216.755 
153.241 179.728 243.748 171.418 49.1702 155.899 326.898 182.609 212.675 218.879 255.873 267.608 253.387 281.307 227.56 182.341 112.629 82.2411 176.125 167.747 222.42 202.907 244.634 216.755 0 
