40
0 13.3333 26.6667 40 53.3333 40 26.6667 13.3333 200 213.333 226.667 240 253.333 240 226.667 213.333 200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 413.333 426.667 413.333 400 386.667 373.333 386.667 200 200 200 200 200 200 200 200 
13.3333 0 13.3333 26.6667 40 26.6667 40 26.6667 186.667 200 213.333 226.667 240 226.667 213.333 200 213.333 200 213.333 200 186.667 173.333 186.667 200 386.667 400 413.333 400 386.667 373.333 360 373.333 213.333 213.333 213.333 213.333 213.333 213.333 213.333 213.333 
26.6667 13.3333 0 13.3333 26.6667 40 53.3333 40 173.333 186.667 200 213.333 226.667 213.333 200 186.667 226.667 213.333 200 186.667 173.333 186.667 200 213.333 373.333 386.667 400 386.667 373.333 360 346.667 360 226.667 226.667 226.667 226.667 226.667 226.667 226.667 226.667 
40 26.6667 13.3333 0 13.3333 26.6667 40 26.6667 186.667 200 213.333 200 213.333 200 186.667 173.333 240 226.667 213.333 200 186.667 200 213.333 226.667 386.667 400 413.333 400 386.667 373.333 360 373.333 213.333 213.333 213.333 213.333 213.333 213.333 213.333 213.333 
53.3333 40 26.6667 13.3333 0 13.3333 26.6667 40 200 213.333 226.667 213.333 200 186.667 173.333 186.667 253.333 240 226.667 213.333 200 213.333 226.667 240 400 413.333 426.667 413.333 400 386.667 373.333 386.667 200 200 200 200 200 200 200 200 
40 26.6667 40 26.6667 13.3333 0 13.3333 26.6667 213.333 226.667 240 226.667 213.333 200 186.667 200 240 226.667 240 226.667 213.333 200 213.333 226.667 413.333 426.667 440 426.667 413.333 400 386.667 400 186.667 186.667 186.667 186.667 186.667 186.667 186.667 186.667 
26.6667 40 53.3333 40 26.6667 13.3333 0 13.3333 226.667 240 253.333 240 226.667 213.333 200 213.333 226.667 240 253.333 240 226.667 213.333 200 213.333 426.667 440 453.333 440 426.667 413.333 400 413.333 173.333 173.333 173.333 173.333 173.333 173.333 173.333 173.333 
13.3333 26.6667 40 26.6667 40 26.6667 13.3333 0 213.333 226.667 240 226.667 240 226.667 213.333 200 213.333 226.667 240 226.667 213.333 200 186.667 200 413.333 426.667 440 426.667 413.333 400 386.667 400 186.667 186.667 186.667 186.667 186.667 186.667 186.667 186.667 
200 186.667 173.333 186.667 200 213.333 226.667 213.333 0 13.3333 26.6667 40 53.3333 40 26.6667 13.3333 400 386.667 373.333 360 346.667 360 373.333 386.667 200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 400 400 400 400 400 400 400 
213.333 200 186.667 200 213.333 226.667 240 226.667 13.3333 0 13.3333 26.6667 40 26.6667 40 26.6667 413.333 400 386.667 373.333 360 373.333 386.667 400 213.333 200 213.333 200 186.667 173.333 186.667 200 413.333 413.333 413.333 413.333 413.333 413.333 413.333 413.333 
226.667 213.333 200 213.333 226.667 240 253.333 240 26.6667 13.3333 0 13.3333 26.6667 40 53.3333 40 426.667 413.333 400 386.667 373.333 386.667 400 413.333 226.667 213.333 200 186.667 173.333 186.667 200 213.333 426.667 426.667 426.667 426.667 426.667 426.667 426.667 426.667 
240 226.667 213.333 200 213.333 226.667 240 226.667 40 26.6667 13.3333 0 13.3333 26.6667 40 26.6667 440 426.667 413.333 400 386.667 400 413.333 426.667 240 226.667 213.333 200 186.667 200 213.333 226.667 413.333 413.333 413.333 413.333 413.333 413.333 413.333 413.333 
253.333 240 226.667 213.333 200 213.333 226.667 240 53.3333 40 26.6667 13.3333 0 13.3333 26.6667 40 453.333 440 426.667 413.333 400 413.333 426.667 440 253.333 240 226.667 213.333 200 213.333 226.667 240 400 400 400 400 400 400 400 400 
240 226.667 213.333 200 186.667 200 213.333 226.667 40 26.6667 40 26.6667 13.3333 0 13.3333 26.6667 440 426.667 413.333 400 386.667 400 413.333 426.667 240 226.667 240 226.667 213.333 200 213.333 226.667 386.667 386.667 386.667 386.667 386.667 386.667 386.667 386.667 
226.667 213.333 200 186.667 173.333 186.667 200 213.333 26.6667 40 53.3333 40 26.6667 13.3333 0 13.3333 426.667 413.333 400 386.667 373.333 386.667 400 413.333 226.667 240 253.333 240 226.667 213.333 200 213.333 373.333 373.333 373.333 373.333 373.333 373.333 373.333 373.333 
213.333 200 186.667 173.333 186.667 200 213.333 200 13.3333 26.6667 40 26.6667 40 26.6667 13.3333 0 413.333 400 386.667 373.333 360 373.333 386.667 400 213.333 226.667 240 226.667 213.333 200 186.667 200 386.667 386.667 386.667 386.667 386.667 386.667 386.667 386.667 
200 213.333 226.667 240 253.333 240 226.667 213.333 400 413.333 426.667 440 453.333 440 426.667 413.333 0 13.3333 26.6667 40 53.3333 40 26.6667 13.3333 200 213.333 226.667 240 253.333 240 226.667 213.333 400 400 400 400 400 400 400 400 
213.333 200 213.333 226.667 240 226.667 240 226.667 386.667 400 413.333 426.667 440 426.667 413.333 400 13.3333 0 13.3333 26.6667 40 26.6667 40 26.6667 186.667 200 213.333 226.667 240 226.667 213.333 200 413.333 413.333 413.333 413.333 413.333 413.333 413.333 413.333 
226.667 213.333 200 213.333 226.667 240 253.333 240 373.333 386.667 400 413.333 426.667 413.333 400 386.667 26.6667 13.3333 0 13.3333 26.6667 40 53.3333 40 173.333 186.667 200 213.333 226.667 213.333 200 186.667 426.667 426.667 426.667 426.667 426.667 426.667 426.667 426.667 
213.333 200 186.667 200 213.333 226.667 240 226.667 360 373.333 386.667 400 413.333 400 386.667 373.333 40 26.6667 13.3333 0 13.3333 26.6667 40 26.6667 186.667 200 213.333 200 213.333 200 186.667 173.333 413.333 413.333 413.333 413.333 413.333 413.333 413.333 413.333 
200 186.667 173.333 186.667 200 213.333 226.667 213.333 346.667 360 373.333 386.667 400 386.667 373.333 360 53.3333 40 26.6667 13.3333 0 13.3333 26.6667 40 200 213.333 226.667 213.333 200 186.667 173.333 186.667 400 400 400 400 400 400 400 400 
186.667 173.333 186.667 200 213.333 200 213.333 200 360 373.333 386.667 400 413.333 400 386.667 373.333 40 26.6667 40 26.6667 13.3333 0 13.3333 26.6667 213.333 226.667 240 226.667 213.333 200 186.667 200 386.667 386.667 386.667 386.667 386.667 386.667 386.667 386.667 
173.333 186.667 200 213.333 226.667 213.333 200 186.667 373.333 386.667 400 413.333 426.667 413.333 400 386.667 26.6667 40 53.3333 40 26.6667 13.3333 0 13.3333 226.667 240 253.333 240 226.667 213.333 200 213.333 373.333 373.333 373.333 373.333 373.333 373.333 373.333 373.333 
