30
0 15 30 15 150 165 180 165 150 165 150 135 300 315 300 285 150 150 150 150 150 150 150 150 150 150 150 150 150 150 
15 0 15 30 135 150 165 150 165 150 135 150 285 300 285 270 165 165 165 165 165 165 165 165 165 165 165 165 165 165 
30 15 0 15 150 165 150 135 180 165 150 165 300 315 300 285 150 150 150 150 150 150 150 150 150 150 150 150 150 150 
15 30 15 0 165 180 165 150 165 180 165 150 315 330 315 300 135 135 135 135 135 135 135 135 135 135 135 135 135 135 
150 135 150 165 0 15 30 15 300 285 270 285 150 165 150 135 300 300 300 300 300 300 300 300 300 300 300 300 300 300 
165 150 165 180 15 0 15 30 315 300 285 300 165 150 135 150 315 315 315 315 315 315 315 315 315 315 315 315 315 315 
180 165 150 165 30 15 0 15 330 315 300 315 180 165 150 165 300 300 300 300 300 300 300 300 300 300 300 300 300 300 
165 150 135 150 15 30 15 0 315 300 285 300 165 180 165 150 285 285 285 285 285 285 285 285 285 285 285 285 285 285 
150 165 180 165 300 315 330 315 0 15 30 15 150 165 180 165 300 300 300 300 300 300 300 300 300 300 300 300 300 300 
165 150 165 180 285 300 315 300 15 0 15 30 135 150 165 150 315 315 315 315 315 315 315 315 315 315 315 315 315 315 
150 135 150 165 270 285 300 285 30 15 0 15 150 165 150 135 300 300 300 300 300 300 300 300 300 300 300 300 300 300 
135 150 165 150 285 300 315 300 15 30 15 0 165 180 165 150 285 285 285 285 285 285 285 285 285 285 285 285 285 285 
300 285 300 315 150 165 180 165 150 135 150 165 0 15 30 15 450 450 450 450 450 450 450 450 450 450 450 450 450 450 
315 300 315 330 165 150 165 180 165 150 165 180 15 0 15 30 465 465 465 465 465 465 465 465 465 465 465 465 465 465 
300 285 300 315 150 135 150 165 180 165 150 165 30 15 0 15 450 450 450 450 450 450 450 450 450 450 450 450 450 450 
285 270 285 300 135 150 165 150 165 150 135 150 15 30 15 0 435 435 435 435 435 435 435 435 435 435 435 435 435 435 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 0 6.65057e-319 6.65057e-319 6.65057e-319 6.65057e-319 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
150 165 150 135 300 315 300 285 300 315 300 285 450 465 450 435 0 0 0 0 0 0 0 0 0 6.65057e-319 0 0 0 0 
